720000,77.048292
720001,66.177351
720002,95.988202
720004,84.511285
720006,51.357481
720016,51.939497
720017,93.925207
720018,98.075107
720022,74.357332
720024,68.511325
720028,85.789754
720029,97.277378
720030,94.631420
720031,87.332414
720032,95.862283
720033,70.229188
720034,53.220660
720035,71.619591
720037,56.121959
720039,50.447684
720040,93.876826
720043,58.047192
720044,57.780028
720047,70.389298
720048,94.632184
720050,78.553344
720051,59.430225
720053,53.685145
720057,89.593459
720060,84.405616
720061,94.707346
720062,62.894699
720063,72.658600
720064,52.453798
720071,81.464798
720075,96.560850
720078,64.984809
720079,96.252022
720081,97.466543
720082,52.539917
720083,55.227878
720086,89.069087
720090,85.068626
720094,79.071238
720096,84.348879
720102,89.911381
720107,86.595272
720108,84.643751
720109,68.210615
720110,98.429356
720111,85.373271
720112,51.244673
720114,98.088116
720116,90.970902
720117,53.185424
720119,85.598117
720120,82.547186
720121,58.984450
720123,76.571797
720124,89.430767
720125,89.769362
720128,51.117764
720129,99.554075
720130,78.842558
720132,95.651426
720134,72.462741
720135,81.150432
720136,61.765048
720145,63.871928
720146,67.207415
720147,90.621667
720150,86.671513
720151,64.276379
720152,84.749916
720156,69.043064
720158,77.356751
720161,88.297666
720163,60.669963
720167,99.396532
720168,99.513384
720171,91.118468
720173,97.839649
720174,81.570734
720176,78.486717
720177,87.430938
720178,99.787680
720181,98.536347
720182,94.132042
720183,69.253443
720184,68.394237
720185,96.742562
720186,66.408814
720190,50.994612
720192,91.189452
720193,52.534596
720195,65.997024
720198,79.154180
720200,61.567290
720207,74.709102
720210,69.998514
720212,53.199462
720215,53.390572
720216,52.692275
720217,54.357613
720219,56.047722
720220,81.857117
720222,99.575584
720225,61.861256
720227,84.920365
720229,93.760199
720230,53.965954
720232,75.548683
720233,76.272722
720234,93.419772
720235,58.617689
720238,65.862865
720240,78.409636
720243,66.737497
720247,73.367171
720249,54.364514
720253,73.551235
720254,83.564628
720255,82.331098
720256,93.578593
720257,51.155055
720259,68.921430
720260,81.452711
720261,67.643000
720265,53.212338
720266,98.448055
720270,86.185827
720271,91.182277
720277,95.701947
720280,78.451102
720281,64.732923
720283,63.360349
720285,61.880037
720286,85.921742
720288,82.494948
720289,57.165957
720290,50.301769
720291,93.722407
720293,79.633648
720296,74.481478
720297,53.287686
720299,66.234180
720300,56.352046
720301,93.962196
720302,54.212031
720303,81.345075
720304,96.392521
720305,75.488813
720309,82.195847
720311,96.160626
720314,97.065420
720315,70.899437
720318,65.155479
720319,84.142647
720320,73.701830
720321,79.499428
720322,78.999448
720323,89.794423
720324,83.219124
720325,63.662496
720328,63.137850
720329,50.829547
720330,64.977679
720331,99.687998
720333,50.856125
720335,54.288687
720338,74.541281
720340,71.991983
720341,53.644566
720343,76.880810
720350,63.135006
720351,64.176426
720352,68.428512
720354,76.289498
720355,94.402387
720357,80.762640
720361,93.424056
720366,74.005907
720367,76.066315
720368,77.313975
720370,67.430767
720371,84.168831
720374,64.372031
720375,75.819112
720376,87.307140
720377,71.734747
720378,78.612711
720379,58.038015
720380,80.147424
720381,88.377204
720385,51.826413
720386,50.078617
720390,50.024201
720391,73.336501
720393,64.888662
720398,63.041008
720405,99.537984
720406,54.057469
720408,82.378427
720409,91.814673
720410,75.455364
720413,99.920095
720419,98.304926
720422,73.688995
720425,66.272090
720426,63.505318
720429,95.364609
720430,51.762786
720431,70.937358
720433,81.756673
720434,61.982323
720435,70.162886
720437,81.618519
720439,60.903460
720441,90.427503
720442,78.228881
720443,66.791074
720445,64.955690
720448,83.046484
720451,73.667619
720452,88.366415
720453,50.367429
720454,84.228066
720458,71.804361
720462,76.728314
720465,82.562926
720467,69.936118
720469,76.897532
720472,72.383293
720474,71.375070
720475,86.476443
720477,73.375293
720478,81.049655
720480,76.289325
720481,50.596871
720482,84.965722
720483,69.136276
720486,79.571945
720489,99.362488
720490,69.514328
720491,91.857490
720495,70.400064
720499,56.724119
720502,61.014643
720503,69.116721
720504,79.340825
720505,52.119047
720506,61.001640
720507,84.831040
720508,54.912385
720509,79.558850
720517,94.047187
720520,62.613671
720524,99.499223
720525,74.869090
720529,54.751422
720532,69.216627
720538,79.249642
720540,74.904546
720542,64.346092
720547,51.206170
720549,61.479321
720550,98.035796
720556,86.616979
720558,71.265971
720559,67.940295
720560,70.002785
720563,79.255907
720564,91.530033
720565,72.730660
720566,72.701674
720567,92.803082
720568,59.439715
720569,56.162804
720573,94.769298
720574,84.545416
720576,86.948615
720577,90.827688
720580,93.904275
720581,68.929353
720582,51.473801
720583,85.143156
720585,69.330455
720588,64.623903
720590,98.144145
720592,63.234052
720593,81.990738
720595,81.720742
720596,81.021328
720597,89.122548
720599,95.742199
720600,66.619621
720603,92.521192
720605,76.698157
720606,71.184615
720607,88.409728
720609,99.082517
720611,59.052566
720614,81.796930
720618,77.110032
720619,82.581466
720620,66.062750
720622,62.634025
720624,58.101633
720625,66.503619
720627,99.338872
720630,90.249538
720631,81.893252
720632,63.375760
720633,64.301574
720639,69.868190
720643,72.797511
720646,77.452246
720647,58.248857
720648,82.860888
720652,68.062295
720654,58.766502
720656,71.977073
720659,81.192145
720660,95.698673
720662,67.218260
720663,81.739204
720664,62.929960
720665,70.264633
720669,70.537905
720672,56.509100
720677,63.567847
720678,81.002782
720679,64.988587
720680,54.821371
720682,88.375523
720683,97.121448
720685,69.210052
720686,96.172117
720687,87.133605
720689,82.965789
720690,88.195806
720695,88.291400
720696,56.549147
720697,93.192392
720698,72.659017
720699,83.868572
720700,75.988122
720704,97.916801
720707,77.635839
720708,75.197527
720710,97.299318
720711,53.226263
720712,84.314398
720713,76.579007
720714,77.022775
720715,62.872632
720718,50.328960
720719,92.095763
720720,72.499930
720721,81.134600
720723,93.158877
720727,66.775252
720730,81.906782
720731,61.235128
720732,92.221654
720733,60.474249
720737,79.936863
720741,99.629874
720742,58.047963
720743,99.744565
720744,74.668271
720746,65.994882
720747,94.350555
720750,75.489517
720751,97.483766
720752,64.863487
720755,93.169164
720756,79.499012
720759,64.321862
720760,70.994126
720761,64.183282
720767,50.715794
720768,58.697730
720770,80.325786
720772,90.312646
720775,60.528027
720776,96.369736
720780,82.670689
720782,83.190346
720790,63.300630
720791,90.483569
720796,55.459234
720797,50.493835
720800,53.994239
720801,61.652705
720806,77.861728
720810,71.028490
720811,91.544736
720813,76.576321
720816,74.222640
720818,54.570082
720819,98.988404
720820,88.279012
720821,60.052703
720823,50.728071
720824,72.414038
720826,57.930011
720829,86.192563
720830,69.661968
720831,89.753596
720833,93.572103
720836,73.016106
720838,82.354304
720840,69.075804
720841,52.859487
720843,58.371555
720845,70.153475
720847,62.955053
720849,95.316037
720850,57.565185
720851,85.421958
720855,93.117555
720857,67.160312
720862,88.683141
720863,91.722737
720864,52.447272
720866,50.912168
720871,80.463702
720873,65.067675
720874,59.663330
720877,96.498233
720878,67.880434
720881,67.447729
720883,86.026107
720884,54.754513
720885,73.925311
720886,55.191094
720887,60.248033
720891,88.956504
720893,51.984492
720894,60.537580
720896,72.240461
720898,60.226026
720899,78.762080
720900,78.972519
720903,64.731016
720905,75.660067
720907,72.258851
720909,92.988287
720910,81.738012
720913,64.365636
720914,77.674008
720916,54.993358
720917,66.049232
720919,98.554751
720920,60.661688
720921,79.926308
720922,94.199113
720923,67.142657
720929,50.976522
720930,93.174905
720931,94.475762
720934,51.413827
720938,69.952631
720940,54.945725
720948,86.584093
720953,93.977044
720957,85.167927
720959,64.600629
720960,97.920402
720962,77.368176
720964,90.312045
720967,78.511365
720968,81.715455
720969,99.505996
720971,78.420534
720974,87.013386
720976,66.690930
720977,65.347568
720983,84.606459
720985,62.927108
720987,57.170199
720988,51.249837
720989,76.467376
720990,53.189200
720991,75.156098
720997,76.877244
720998,81.042167
720999,74.544423
721002,54.264117
721003,89.549988
721005,55.262662
721006,81.643473
721008,64.711071
721009,58.838213
721010,87.085019
721013,62.523081
721016,91.559238
721017,50.123635
721019,70.220124
721020,94.270651
721021,67.328953
721022,72.066172
721025,64.973483
721027,71.168453
721029,53.188007
721030,69.890070
721035,74.644854
721037,81.674516
721038,84.379467
721046,86.799293
721048,50.955530
721049,74.598618
721050,92.923751
721051,52.507518
721052,66.762156
721054,76.181534
721055,66.236831
721060,91.741166
721062,54.349228
721063,96.918109
721064,95.818554
721065,95.278498
721067,72.743314
721070,81.404838
721073,91.057520
721076,92.475003
721077,64.415021
721078,77.510695
721079,50.245021
721080,55.019573
721083,81.249206
721084,64.920030
721085,93.278306
721086,77.567880
721087,80.272482
721088,57.130258
721089,59.188363
721090,77.599824
721091,90.937861
721093,67.850958
721096,50.090560
721099,94.015369
721101,51.537075
721102,56.592627
721103,83.528003
721105,69.329947
721106,50.296223
721111,61.695129
721115,69.692878
721117,83.140437
721118,94.304209
721119,61.765764
721120,80.544091
721121,89.470948
721123,75.185072
721124,79.469146
721129,50.951087
721133,62.853857
721137,65.328473
721140,57.100810
721141,96.368840
721146,66.941739
721148,77.507847
721149,88.199448
721153,69.116413
721157,52.790309
721158,91.981736
721159,69.867692
721160,62.130322
721161,53.187802
721163,90.433905
721168,91.006847
721169,78.897443
721170,87.659309
721171,51.756059
721172,51.492740
721173,51.674193
721175,64.023171
721177,66.559672
721180,67.028149
721183,68.686627
721184,96.561950
721185,87.867697
721186,87.036624
721187,71.578282
721188,75.348936
721190,51.192388
721191,64.132276
721192,67.885206
721193,94.094630
721195,58.823016
721196,73.494700
721199,74.246332
721201,53.284538
721203,74.196232
721204,83.598309
721205,86.260144
721209,57.159475
721211,80.265036
721212,94.778390
721217,65.040428
721218,90.102947
721219,75.499409
721221,68.381023
721222,78.204330
721225,91.732230
721226,76.558510
721227,93.072936
721229,97.348457
721231,91.488111
721235,96.892663
721237,80.561583
721241,97.622260
721243,73.467526
721244,78.813471
721249,68.889785
721251,73.037412
721252,51.509919
721253,82.092646
721254,97.818415
721255,87.468814
721257,54.742949
721258,99.319847
721260,84.039833
721264,78.536580
721265,55.178813
721268,60.593253
721269,83.052894
721270,58.616448
721275,65.463001
721276,60.087893
721278,70.757468
721280,80.947407
721282,91.777740
721287,87.841885
721289,79.934760
721293,90.442768
721294,54.462558
721296,88.881178
721298,74.522888
721299,50.348432
721300,90.187455
721301,50.438124
721307,82.121151
721308,85.591926
721309,74.673660
721311,82.296268
721312,93.959815
721313,59.603414
721314,98.315893
721315,93.503275
721318,65.307438
721319,71.113691
721324,60.206876
721329,86.991443
721334,70.604813
721335,55.930977
721337,77.725336
721338,56.513626
721341,75.381314
721342,60.033625
721344,96.114913
721349,50.522966
721350,64.159585
721351,52.178965
721352,50.653857
721358,90.762072
721361,98.348795
721362,52.357527
721363,57.098836
721367,75.509754
721369,92.859580
721370,80.485759
721373,59.013599
721377,89.735204
721380,75.477163
721382,94.558776
721384,87.827806
721390,98.772252
721392,89.703451
721393,98.695149
721396,86.937002
721399,60.823761
721402,90.336850
721403,68.795919
721404,65.206590
721406,95.601079
721408,68.042234
721409,67.222606
721410,80.905944
721412,68.499602
721415,71.827532
721417,76.819836
721419,79.170391
721421,81.491004
721422,94.732835
721426,68.104817
721429,62.375321
721431,64.395775
721432,85.683245
721434,78.165243
721435,53.643078
721436,76.626468
721437,91.217188
721442,96.682719
721443,60.675416
721444,97.252046
721446,99.924550
721451,55.863396
721454,70.209268
721455,83.335579
721456,64.002664
721457,54.127135
721458,73.289656
721460,82.196332
721462,99.584714
721463,90.700058
721465,83.098739
721469,62.177841
721471,86.957263
721472,79.225520
721473,65.371238
721474,72.424489
721475,82.061005
721476,84.523153
721477,97.009226
721478,66.723846
721479,76.771102
721480,83.101122
721484,76.763269
721485,62.658824
721490,51.066534
721495,88.271808
721496,53.944087
721498,80.688734
721501,97.094131
721503,72.482892
721504,99.891513
721505,91.330274
721507,97.824231
721512,84.267715
721513,73.348693
721514,69.881111
721515,50.961397
721516,66.455814
721517,60.551483
721519,65.219222
721520,97.674525
721522,75.309368
721523,93.138437
721525,70.982351
721526,80.647397
721527,58.480103
721528,67.395121
721533,95.052113
721536,76.142795
721537,71.711484
721540,50.921168
721543,91.185200
721544,71.879764
721546,50.725974
721547,80.301058
721548,88.023321
721549,84.914486
721550,54.479289
721551,98.936165
721552,69.202954
721555,78.361833
721556,51.208789
721560,81.818929
721561,73.460511
721562,91.856126
721563,81.959514
721565,72.816654
721566,55.043397
721567,52.382960
721569,66.249354
721571,64.834933
721572,72.277126
721578,81.673502
721581,72.605312
721582,92.739293
721583,84.477111
721586,87.801527
721589,52.599960
721591,90.268449
721593,53.649535
721594,85.148503
721595,88.721087
721598,92.247215
721599,59.539718
721600,71.260011
721601,70.519560
721605,95.265306
721608,77.196710
721609,88.954806
721610,67.275324
721611,66.026302
721612,78.959093
721616,70.708129
721617,83.199932
721618,74.107698
721619,56.024916
721621,80.565966
721622,90.949356
721623,55.718823
721625,70.464317
721626,91.234579
721627,95.004348
721628,94.458752
721629,79.624752
721633,65.570887
721634,69.517248
721635,54.119626
721637,83.867222
721638,56.495768
721639,62.766771
721642,67.504435
721645,91.836945
721652,52.690044
721653,62.276457
721654,64.706205
721656,85.581062
721657,80.751557
721658,96.114436
721659,98.646066
721661,82.357531
721662,87.357582
721665,91.308758
721672,56.102259
721673,65.407458
721680,94.699933
721681,99.631056
721683,73.380946
721686,85.207559
721687,59.960801
721688,78.210674
721689,53.424480
721690,58.069042
721691,84.668945
721692,72.448697
721693,88.712078
721694,61.763486
721695,51.863093
721696,65.839718
721697,92.408840
721698,92.809321
721700,74.783869
721703,53.608939
721705,93.356287
721710,74.745191
721713,74.408691
721714,71.386416
721716,94.706165
721718,95.542173
721721,54.573185
721723,62.861632
721725,99.284048
721726,62.409669
721727,50.753359
721728,72.806527
721729,80.383850
721731,52.758802
721732,58.425185
721738,97.811494
721739,53.577842
721741,56.659722
721742,68.567370
721743,76.735281
721744,52.285736
721745,96.230687
721746,85.500033
721748,78.429845
721751,72.515193
721753,50.042861
721755,82.901115
721758,69.004292
721759,92.640083
721762,65.287574
721763,98.571963
721764,97.647768
721766,70.321209
721767,90.759378
721769,66.192442
721773,64.982214
721776,51.380335
721777,87.550823
721779,70.995044
721781,70.434227
721782,86.033176
721783,66.186418
721785,94.135773
721788,58.215613
721792,53.086919
721793,84.711150
721794,97.852557
721795,50.658304
721796,99.605596
721797,90.279031
721800,52.574733
721801,95.066281
721802,60.928264
721803,95.380306
721804,78.252469
721805,70.407082
721806,69.298446
721807,56.943741
721808,81.447085
721813,78.737733
721815,60.854739
721817,92.308595
721818,95.026723
721821,98.993370
721823,77.592270
721824,63.976592
721825,59.305901
721826,95.872311
721827,81.807430
721830,86.487409
721831,54.683419
721833,58.377439
721834,66.533447
721836,79.307971
721838,64.304765
721839,86.147645
721840,93.123184
721841,53.654065
721842,63.142017
721843,51.706559
721845,76.099073
721847,71.762429
721849,54.197812
721851,60.486974
